subid,subage,condition,trial,agent,novel,familiar,pick,position_novel,pick_src,correct,rt,test_date,experimenter,keep_drop,sex,dob,age_num,check_age
190320_8_me,4,basic_me,6,Cat,t01,apple,t01,left,https://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,7682,2019-03-20,MM,keep,F,2014-04-28,4.895890410958904,TRUE
190320_8_me,4,basic_me,7,Dog,t11,barrel,t11,right,https://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,8846,2019-03-20,MM,keep,F,2014-04-28,4.895890410958904,TRUE
190320_8_me,4,basic_me,8,Bear,t20,garlic,t20,left,https://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,7772,2019-03-20,MM,keep,F,2014-04-28,4.895890410958904,TRUE
190320_8_me,4,basic_me,9,Tiger,t16,plug,t16,left,https://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,9019,2019-03-20,MM,keep,F,2014-04-28,4.895890410958904,TRUE
190320_8_me,4,basic_me,10,Frog,t15,eggplant,t15,right,https://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,8239,2019-03-20,MM,keep,F,2014-04-28,4.895890410958904,TRUE
190320_8_me,4,basic_me,11,Sheep,t14,duck,t14,left,https://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,8774,2019-03-20,MM,keep,F,2014-04-28,4.895890410958904,TRUE
190320_8_me,4,basic_me,12,Pig,t19,pawn,pawn,left,https://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,6503,2019-03-20,MM,keep,F,2014-04-28,4.895890410958904,TRUE
190321_1_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6776,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5685,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,1,Pig,t12,duck,t12,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,7570,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,2,Elephant,t02,garlic,garlic,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,8027,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,3,Bunny,t08,barrel,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,7430,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,4,Mouse,t09,apple,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,6955,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,5,Cat,t15,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,6107,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,6,Sheep,t20,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5906,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,7,Tiger,t03,bread,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6684,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,8,Bear,t11,kite,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,5767,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,9,Dog,t21,papaya,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,5600,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,10,Monkey,t16,carrot,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,5784,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,11,Frog,t07,plug,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,7804,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_1_me,3,basic_me,12,Beaver,t01,eggplant,t01,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,6760,2019-03-21,MM,keep,M,2015-09-19,3.504109589041096,TRUE
190321_2_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6425,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,6096,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,1,Elephant,t11,carrot,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,5193,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,2,Pig,t16,duck,t16,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,6459,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,3,Bunny,t01,horseshoe,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,6785,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,4,Bear,t08,barrel,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,5204,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,5,Cat,t19,kite,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,6468,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,6,Sheep,t03,pawn,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6487,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,7,Mouse,t12,eggplant,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,7291,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,8,Beaver,t21,papaya,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,8198,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,9,Frog,t17,plug,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,6243,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,10,Tiger,t20,apple,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,5933,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,11,Monkey,t09,garlic,t09,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,5744,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_2_me,3,basic_me,12,Dog,t14,bread,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,6477,2019-03-21,MM,keep,F,2015-10-26,3.4027397260273973,TRUE
190321_3_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,8837,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5227,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,1,Beaver,t02,pawn,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,11643,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,2,Sheep,t08,horseshoe,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,7144,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,3,Bear,t14,bread,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,8146,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,4,Dog,t07,barrel,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,8503,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,5,Cat,t21,papaya,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,10447,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,6,Monkey,t04,duck,t04,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,7760,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,7,Pig,t11,plug,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,10208,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,8,Elephant,t15,eggplant,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,9131,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,9,Mouse,t19,apple,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,7313,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,10,Tiger,t01,carrot,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,7329,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,11,Bunny,t16,garlic,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,8372,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_3_me,4,basic_me,12,Frog,t12,kite,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,9243,2019-03-21,MM,keep,M,2014-06-05,4.794520547945205,TRUE
190321_5_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,12576,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5257,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,1,Cat,t11,bread,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,9190,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,2,Pig,t15,papaya,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,7819,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,3,Bunny,t04,carrot,t04,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,9726,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,4,Beaver,t08,plug,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,8272,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,5,Tiger,t17,apple,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,13765,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,6,Elephant,t21,garlic,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,12446,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,7,Bear,t14,duck,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,12768,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,8,Sheep,t02,horseshoe,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,11755,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,9,Mouse,t07,eggplant,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,15618,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,10,Frog,t09,pawn,t09,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,41005,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,11,Monkey,t01,barrel,barrel,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,9841,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_5_me,4,basic_me,12,Dog,t19,kite,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,14148,2019-03-21,MM,keep,F,2015-01-12,4.189041095890411,TRUE
190321_6_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,7403,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5808,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,1,Sheep,t16,eggplant,eggplant,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/eggplant.png,0,7804,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,2,Monkey,t14,kite,t14,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,6168,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,3,Mouse,t08,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,6463,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,4,Dog,t21,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,6221,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,5,Pig,t11,bread,t11,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,6605,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,6,Bear,t09,garlic,t09,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t09.png,1,5953,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,7,Cat,t02,carrot,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,6204,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,8,Beaver,t20,apple,t20,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,5065,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,9,Frog,t17,duck,t17,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,5756,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,10,Tiger,t04,papaya,t04,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,6900,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,11,Elephant,t12,plug,plug,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,6107,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_6_me,3,basic_me,12,Bunny,t01,barrel,t01,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,6333,2019-03-21,MM,keep,M,2015-10-25,3.4054794520547946,TRUE
190321_7_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,9010,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,7032,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,1,Monkey,t02,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,5323,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,2,Tiger,t12,kite,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5782,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,3,Pig,t19,horseshoe,t19,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,5541,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,4,Beaver,t01,carrot,t01,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t01.png,1,5821,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,5,Mouse,t04,bread,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,6919,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,6,Dog,t11,barrel,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,8631,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,7,Bunny,t09,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,5740,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,8,Cat,t14,apple,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,8167,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,9,Elephant,t08,eggplant,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,5719,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,10,Bear,t21,garlic,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,5998,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,11,Frog,t15,duck,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,12689,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_7_me,4,basic_me,12,Sheep,t07,papaya,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,6841,2019-03-21,MM,keep,F,2014-12-07,4.287671232876712,TRUE
190321_8_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,22870,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,8387,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,1,Dog,t03,pawn,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,9189,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,2,Tiger,t01,barrel,barrel,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/barrel.png,0,7812,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,3,Elephant,t02,papaya,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,6349,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,4,Beaver,t21,carrot,t21,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,6545,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,5,Frog,t08,plug,t08,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,6240,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,6,Bear,t12,horseshoe,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5312,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,7,Monkey,t04,apple,t04,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,5791,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,8,Bunny,t07,bread,t07,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5374,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,9,Cat,t11,duck,t11,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t11.png,1,6792,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,10,Mouse,t19,eggplant,eggplant,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/eggplant.png,0,6302,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,11,Pig,t20,garlic,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,7573,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_8_me,3,basic_me,12,Sheep,t17,kite,kite,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/kite.png,0,8922,2019-03-21,MM,keep,F,2015-09-01,3.5534246575342467,TRUE
190321_9_me,4,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6039,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,8451,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,1,Beaver,t09,pawn,pawn,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,7989,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,2,Sheep,t03,papaya,t03,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,6049,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,3,Cat,t02,carrot,t02,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,5710,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,4,Bunny,t20,barrel,t20,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t20.png,1,5727,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,5,Monkey,t07,garlic,t07,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t07.png,1,5612,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,6,Elephant,t01,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,6753,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,7,Pig,t14,apple,t14,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t14.png,1,5442,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,8,Tiger,t12,bread,t12,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t12.png,1,5889,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,9,Frog,t04,kite,t04,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t04.png,1,5356,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,10,Mouse,t17,duck,t17,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t17.png,1,5482,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,11,Bear,t15,horseshoe,t15,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,5343,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_9_me,4,basic_me,12,Dog,t21,eggplant,t21,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t21.png,1,5354,2019-03-21,MM,keep,M,2014-04-28,4.898630136986301,TRUE
190321_10_me,3,basic_me,train1,Elephant,car,t13,car,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/car.png,1,6691,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,train2,Pig,ball,t10,ball,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/ball.png,1,5129,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,1,Dog,t02,bread,t02,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t02.png,1,5333,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,2,Beaver,t14,horseshoe,horseshoe,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/horseshoe.png,0,6951,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,3,Frog,t08,barrel,t08,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t08.png,1,7363,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,4,Cat,t19,kite,t19,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t19.png,1,5642,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,5,Bear,t16,papaya,t16,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t16.png,1,6415,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,6,Elephant,t09,pawn,pawn,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/pawn.png,0,7918,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,7,Sheep,t11,garlic,garlic,left,http://langcog.stanford.edu/expts/spin/experiments/kids/images/garlic.png,0,5776,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,8,Tiger,t03,eggplant,t03,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t03.png,1,5931,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,9,Monkey,t21,plug,plug,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/plug.png,0,5249,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
190321_10_me,3,basic_me,10,Bunny,t15,carrot,t15,right,http://langcog.stanford.edu/expts/spin/experiments/kids/images/t15.png,1,5074,2019-03-21,MM,keep,F,2015-10-22,3.4136986301369863,TRUE
